volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.64,0.5877866649021191,-2.3025850929940455,3.1354942159291497,0.9961,3.3,0.58,2.2617630984737906,0
0.64,0.5877866649021191,-2.3025850929940455,3.1354942159291497,0.9961,3.3,0.58,2.2617630984737906,0
0.64,1.8082887711792655,-2.488914671185539,3.8918202981106265,0.99718,3.35,0.68,2.33214389523559,0
0.48,0.7884573603642703,-2.5257286443082556,4.709530201312334,0.99524,3.1,0.53,2.272125885509337,0
0.49,0.8329091229351039,-2.6882475738060303,3.4965075614664802,0.99292,3.58,0.59,2.5257286443082556,1
0.64,0.8754687373538999,-2.364460496712133,3.4965075614664802,0.99612,3.37,0.58,2.3978952727983707,0
0.62,0.26236426446749106,-2.659260036932778,2.4849066497880004,0.9942,3.17,0.48,2.2823823856765264,0
0.52,0.6931471805599453,-2.551046452292545,4.07753744390572,0.99612,3.3,0.48,2.322387720290225,0
0.57,1.3609765531356006,-2.659260036932778,4.290459441148391,0.99669,3.32,0.48,2.2192034840549946,0
0.685,0.47000362924573563,-2.385966701933097,2.4849066497880004,0.99745,3.31,0.65,2.256541154492639,1
0.675,0.47000362924573563,-2.4079456086518722,2.3978952727983707,0.99745,3.31,0.65,2.256541154492639,0
0.59,0.6931471805599453,-2.5257286443082556,4.6443908991413725,0.99584,3.28,0.52,2.2925347571405443,0
0.6,0.7884573603642703,-2.488914671185539,3.332204510175204,0.9966,3.52,0.62,2.322387720290225,1
0.67,0.7884573603642703,-2.6882475738060303,3.1780538303479458,0.9956,3.42,0.72,2.4069451083182885,1
0.69,0.7419373447293773,-2.5257286443082556,4.948759890378168,0.9962,3.25,0.51,2.2925347571405443,0
0.69,0.7419373447293773,-2.5257286443082556,4.948759890378168,0.9962,3.25,0.51,2.2925347571405443,0
0.3,0.6931471805599453,-2.9565115604007097,3.1780538303479458,0.9963,3.44,0.82,2.4765384001174837,1
0.33,0.5306282510621704,-2.796881414808826,2.5649493574615367,0.996,3.23,1.1,2.302585092994046,1
0.5,0.9555114450274363,-2.5010360317178852,3.828641396489095,0.9985,3.43,0.62,2.3702437414678603,1
0.28,0.6931471805599453,-2.7806208939370456,3.5263605246161616,0.9952,3.28,0.9,2.424802725718295,1
0.24,1.62924053973028,-2.7806208939370456,3.091042453358316,0.9974,3.22,0.94,2.388762789235098,1
0.51,0.7419373447293773,-2.7488721956224653,3.9889840465642745,0.995,3.54,0.93,2.3702437414678603,1
0.29,0.7884573603642703,-3.036554268074246,3.970291913552122,0.995,3.27,1.01,2.517696472610991,1
0.51,0.7419373447293773,-2.7488721956224653,3.9889840465642745,0.995,3.54,0.93,2.3702437414678603,1
0.96,0.5877866649021191,-2.5010360317178852,2.772588722239781,0.9936,3.5,0.44,2.4765384001174837,1
0.47,0.8754687373538999,-2.645075401940822,2.9444389791664403,0.9963,3.56,0.73,2.3608540011180215,1
0.24,1.62924053973028,-2.7806208939370456,3.091042453358316,0.9974,3.22,0.94,2.388762789235098,1
0.57,0.6931471805599453,-2.2633643798407643,4.48863636973214,0.9963,3.04,0.9,2.312535423847214,0
0.32,0.7884573603642703,-2.563949857128453,2.70805020110221,0.9994,3.2,0.78,2.2617630984737906,0
0.58,0.47000362924573563,-2.7333680090865,2.8903717578961645,0.9966,3.56,0.84,2.2407096892759584,0
0.32,0.7884573603642703,-2.563949857128453,2.70805020110221,0.9994,3.2,0.78,2.2617630984737906,0
0.34,0.9162907318741551,-2.7488721956224653,3.6109179126442243,0.9952,3.35,0.77,2.4932054526026954,1
0.53,0.47000362924573563,-2.563949857128453,2.9444389791664403,0.995,3.16,0.46,2.2823823856765264,0
0.64,0.7884573603642703,-2.563949857128453,4.890349128221754,0.9956,3.27,0.45,2.2925347571405443,0
0.53,0.47000362924573563,-2.563949857128453,2.9444389791664403,0.995,3.16,0.46,2.2823823856765264,0
0.4,0.47000362924573563,-2.5383074265151158,4.060443010546419,0.9965,3.34,0.58,2.2407096892759584,0
0.54,0.7419373447293773,-2.5383074265151158,4.007333185232471,0.9956,3.39,0.84,2.4336133554004498,1
0.53,1.3609765531356006,-2.0955709236097197,3.4339872044851463,0.9968,3.5,0.67,2.3978952727983707,0
0.26,0.3364722366212129,-2.577021938695806,3.1354942159291497,0.9974,3.26,0.7,2.2617630984737906,1
0.26,0.3364722366212129,-2.577021938695806,3.1354942159291497,0.9974,3.26,0.7,2.2617630984737906,1
0.23,0.5877866649021191,-3.079113882493042,4.0943445622221,0.9971,3.41,0.71,2.4932054526026954,1
0.41,0.9162907318741551,-2.551046452292545,3.1354942159291497,0.9957,3.3,0.58,2.4159137783010487,0
0.64,0.6418538861723947,-2.631089159966082,4.007333185232471,0.9962,3.31,0.63,2.3978952727983707,0
0.18,0.7884573603642703,-3.0159349808715104,4.204692619390966,0.996,3.33,0.93,2.424802725718295,0
0.41,0.5877866649021191,-2.7181005369557116,3.8501476017100584,0.9956,3.37,0.62,2.341805806147327,0
0.43,0.7419373447293773,-2.6736487743848776,4.30406509320417,0.9958,3.26,0.54,2.2925347571405443,1
0.44,0.47000362924573563,-3.170085660698769,2.3978952727983707,0.9944,3.48,0.85,2.4595888418037104,1
0.4,0.5877866649021191,-2.6736487743848776,3.2188758248682006,0.9955,3.42,0.74,2.312535423847214,1
0.38,0.47000362924573563,-1.7778565640590642,4.499809670330265,0.99914,3.15,0.65,2.1400661634962708,0
0.915,1.5686159179138452,-2.659260036932778,3.6635616461296463,0.99577,3.53,0.54,2.4069451083182885,0
0.59,0.5306282510621704,-2.9565115604007097,2.0794415416798357,0.996,3.41,0.47,2.33214389523559,0
0.67,0.7884573603642703,-2.631089159966082,4.5217885770490405,0.99566,3.32,0.68,2.403937587254336,1
0.37,0.6931471805599453,-2.7806208939370456,3.332204510175204,0.9947,3.23,0.73,2.424802725718295,1
0.785,1.6486586255873816,-2.364460496712133,4.584967478670572,0.99713,3.16,0.52,2.258284834097466,1
0.63,0.6418538861723947,-2.551046452292545,3.4011973816621555,0.99712,3.4,0.75,2.2823823856765264,0
0.58,0.5596157879354227,-2.8473122684357177,3.091042453358316,0.99322,3.38,0.49,2.4595888418037104,0
0.67,0.7884573603642703,-2.631089159966082,4.5217885770490405,0.99566,3.32,0.68,2.4069451083182885,1
0.785,1.6486586255873816,-2.364460496712133,4.584967478670572,0.99713,3.16,0.52,2.2617630984737906,1
0.63,0.6418538861723947,-2.551046452292545,3.4011973816621555,0.99712,3.4,0.75,2.2823823856765264,0
0.67,0.6418538861723947,-2.5257286443082556,3.6635616461296463,0.99701,3.4,0.74,2.272125885509337,0
0.58,0.6418538861723947,-2.5257286443082556,3.9889840465642745,0.99683,3.4,0.73,2.272125885509337,0
0.38,0.6931471805599453,-2.8824035882469876,3.367295829986474,0.99472,3.23,0.76,2.424802725718295,1
0.37,0.6931471805599453,-2.7806208939370456,3.332204510175204,0.9947,3.23,0.73,2.424802725718295,1
0.32,0.9932517730102834,-2.2633643798407643,2.833213344056216,0.99732,3.33,0.78,2.3978952727983707,1
0.58,0.6931471805599453,-2.7806208939370456,3.970291913552122,0.99374,3.35,0.76,2.451005098112319,1
0.49,0.6418538861723947,-2.6036901857779675,4.442651256490317,0.99706,3.41,0.58,2.1972245773362196,0
0.45,0.7884573603642703,-2.617295837833746,3.1354942159291497,0.99974,3.21,0.69,2.388762789235098,1
0.9,0.47000362924573563,-2.9565115604007097,2.833213344056216,0.99467,3.5,0.63,2.388762789235098,1
0.54,0.5877866649021191,-2.995732273553991,4.48863636973214,0.99236,3.3,0.5,2.3561258599220753,1
0.49,0.6418538861723947,-2.6036901857779675,4.442651256490317,0.99706,3.41,0.58,2.1972245773362196,0
0.29,0.5306282510621704,-2.703062659591171,2.995732273553991,0.99603,3.39,0.6,2.3513752571634776,0
0.2,0.5306282510621704,-2.9187712324178627,2.70805020110221,0.99458,3.32,0.8,2.4765384001174837,1
0.42,0.8329091229351039,-2.9187712324178627,4.1588830833596715,0.99724,3.41,0.68,2.341805806147327,1
0.785,0.7419373447293773,-2.8134107167600364,2.5649493574615367,0.99664,3.59,0.61,2.302585092994046,0
0.64,0.8329091229351039,-2.5902671654458267,3.4339872044851463,0.99545,3.36,0.58,2.341805806147327,1
0.63,0.8754687373538999,-2.577021938695806,3.6635616461296463,0.99522,3.34,0.53,2.379546134130174,1
0.59,0.5306282510621704,-2.7646205525906042,3.970291913552122,0.9958,3.41,0.67,2.272125885509337,0
0.59,0.5306282510621704,-2.7646205525906042,3.970291913552122,0.9958,3.41,0.67,2.272125885509337,0
0.48,0.7419373447293773,-2.7806208939370456,3.9889840465642745,0.99728,3.3,0.65,2.302585092994046,1
1.04,0.8329091229351039,-2.703062659591171,3.4657359027997265,0.99648,3.52,0.57,2.3978952727983707,0
0.48,0.7419373447293773,-2.7806208939370456,3.9889840465642745,0.99728,3.3,0.65,2.302585092994046,1
0.98,0.7419373447293773,-2.796881414808826,3.8918202981106265,0.99705,3.31,0.55,2.272125885509337,0
0.69,0.3364722366212129,-2.4769384801388235,3.1780538303479458,0.99578,2.88,0.47,2.272125885509337,0
0.7,1.3217558399823195,-2.703062659591171,2.772588722239781,0.99334,3.43,0.52,2.533696813957432,0
0.35,0.9555114450274363,-2.617295837833746,3.784189633918261,0.99656,3.38,0.79,2.4069451083182885,1
0.6,0.5877866649021191,-2.645075401940822,3.8066624897703196,0.99336,3.38,0.54,2.3978952727983707,0
0.47,0.7884573603642703,-3.036554268074246,4.48863636973214,0.99182,3.54,0.88,2.6076158037804418,1
0.47,0.7884573603642703,-3.036554268074246,4.48863636973214,0.99182,3.54,0.88,2.6100697927420065,1
0.875,1.7404661748405046,-2.5010360317178852,2.6390573296152584,0.99808,3.4,0.52,2.322387720290225,0
0.28,1.0986122886681098,-2.2633643798407643,3.091042453358316,0.99828,3.39,0.68,2.3608540011180215,0
0.62,0.4054651081081644,-2.5257286443082556,2.5649493574615367,0.99498,3.66,0.62,2.312535423847214,0
0.28,1.0986122886681098,-2.2633643798407643,3.091042453358316,0.99828,3.39,0.68,2.3608540011180215,0
0.58,0.7419373447293773,-2.1715568305876416,2.1972245773362196,0.99719,3.33,0.57,2.33214389523559,0
0.33,0.4054651081081644,-3.170085660698769,2.4849066497880004,0.99542,3.35,0.61,2.3702437414678603,0
0.91,0.6931471805599453,-2.8134107167600364,2.3978952727983707,0.99592,3.53,0.64,2.388762789235098,0
0.655,0.7419373447293773,-2.6036901857779675,3.2188758248682006,0.99606,3.37,0.55,2.272125885509337,0
0.68,0.7419373447293773,-2.659260036932778,3.1354942159291497,0.99546,3.38,0.6,2.33214389523559,0
0.64,0.6418538861723947,-2.7181005369557116,2.833213344056216,0.99496,3.52,0.78,2.3608540011180215,0
0.54,0.5306282510621704,-3.0159349808715104,2.5649493574615367,0.9942,3.72,0.58,2.4336133554004498,0
0.57,0.7419373447293773,-3.036554268074246,2.3978952727983707,0.99448,3.44,0.76,2.379546134130174,1
0.22,0.5877866649021191,-3.2441936328524905,2.8903717578961645,0.99344,3.39,0.56,2.517696472610991,1
0.54,0.5306282510621704,-3.0159349808715104,2.5649493574615367,0.9942,3.72,0.58,2.4336133554004498,0
0.65,0.47000362924573563,-2.995732273553991,2.8903717578961645,0.99348,3.57,0.54,2.4807312783775197,0
0.31,0.3364722366212129,-2.7181005369557116,3.332204510175204,0.99459,3.42,0.7,2.302585092994046,1
0.43,0.6418538861723947,-2.5257286443082556,3.332204510175204,0.99492,3.35,0.81,2.3608540011180215,1
0.74,0.8329091229351039,-2.9187712324178627,2.772588722239781,0.99508,3.45,0.63,2.4423470353692043,1
0.895,0.8329091229351039,-2.6882475738060303,2.5649493574615367,0.99582,3.53,0.58,2.379546134130174,1
0.74,0.8329091229351039,-2.9187712324178627,2.772588722239781,0.99508,3.45,0.63,2.4423470353692043,1
0.725,0.4054651081081644,-2.577021938695806,2.70805020110221,0.99508,3.26,0.53,2.2617630984737906,0
0.82,1.4586150226995167,-2.488914671185539,4.1588830833596715,0.99642,3.16,0.53,2.2407096892759584,0
0.585,0.8754687373538999,-2.551046452292545,4.0943445622221,0.99638,3.31,0.54,2.2823823856765264,0
0.44,0.9162907318741551,-2.563949857128453,2.6390573296152584,0.99555,3.51,0.69,2.3978952727983707,1
0.38,0.8329091229351039,-2.24431618487007,2.4849066497880004,0.99605,3.36,0.55,2.4336133554004498,1
0.76,0.5877866649021191,-2.551046452292545,2.4849066497880004,0.996,3.55,0.63,2.2975725511705014,0
0.81,0.6931471805599453,-2.659260036932778,2.6390573296152584,0.99562,3.51,0.66,2.379546134130174,1
0.38,0.8329091229351039,-2.24431618487007,2.4849066497880004,0.99605,3.36,0.55,2.4336133554004498,1
0.27,0.7419373447293773,-2.6036901857779675,3.2188758248682006,0.99814,3.38,0.72,2.3608540011180215,1
0.18,0.5877866649021191,-2.7806208939370456,2.995732273553991,0.9941,3.28,0.7,2.4069451083182885,0
0.36,0.7884573603642703,-3.0576076772720784,3.871201010907891,0.99661,3.47,0.77,2.272125885509337,1
0.69,0.7419373447293773,-2.6882475738060303,3.295836866004329,0.99712,3.44,0.67,2.2823823856765264,0
0.79,0.7884573603642703,-2.796881414808826,2.833213344056216,0.99588,3.53,0.65,2.341805806147327,1
0.56,0.5877866649021191,-2.551046452292545,4.174387269895637,0.99294,3.33,0.6,2.3513752571634776,1
0.84,1.410986973710262,-2.6036901857779675,4.174387269895637,0.99842,3.53,0.72,2.2228201245251826,1
0.84,1.410986973710262,-2.6036901857779675,4.174387269895637,0.99842,3.53,0.72,2.224623551524334,1
0.32,0.8329091229351039,-2.645075401940822,4.060443010546419,0.99633,3.42,0.97,2.3608540011180215,0
0.53,0.6931471805599453,-2.7646205525906042,3.784189633918261,0.99489,3.38,0.83,2.33214389523559,1
0.47,0.7884573603642703,-2.1715568305876416,2.995732273553991,0.99647,3.32,0.63,2.3513752571634776,0
0.7,0.9555114450274363,-2.24431618487007,3.295836866004329,0.99665,3.44,0.58,2.322387720290225,0
0.53,0.6931471805599453,-2.7646205525906042,3.784189633918261,0.99489,3.38,0.83,2.33214389523559,1
0.48,0.6418538861723947,-2.5010360317178852,3.1354942159291497,0.99585,3.39,0.43,2.2027647577118348,0
0.32,0.8329091229351039,-2.645075401940822,4.060443010546419,0.99633,3.42,0.97,2.3608540011180215,0
0.48,0.6931471805599453,-2.577021938695806,4.110873864173311,0.9953,3.34,0.6,2.341805806147327,0
0.42,0.6931471805599453,-2.5902671654458267,3.8501476017100584,0.99522,3.39,0.78,2.302585092994046,1
0.48,0.7419373447293773,-2.7488721956224653,3.5263605246161616,0.99552,3.33,0.64,2.272125885509337,0
0.47,0.7884573603642703,-2.7488721956224653,3.6375861597263857,0.99553,3.3,0.65,2.2617630984737906,1
0.53,0.5306282510621704,-2.645075401940822,3.1780538303479458,0.9951,3.29,0.66,2.379546134130174,1
0.29,0.7884573603642703,-2.3434070875143007,4.07753744390572,0.99714,3.31,0.67,2.312535423847214,1
0.69,0.7419373447293773,-2.7646205525906042,3.9512437185814275,0.99608,3.42,0.6,2.322387720290225,1
0.44,0.7884573603642703,-2.7646205525906042,2.8903717578961645,0.99444,3.42,0.69,2.424802725718295,1
0.705,1.0296194171811581,-2.513306124309698,3.332204510175204,0.99631,3.6,0.66,2.322387720290225,0
0.53,0.6931471805599453,-2.8473122684357177,3.091042453358316,0.99573,3.21,0.68,2.2925347571405443,1
0.39,0.6418538861723947,-2.6036901857779675,4.430816798843313,0.99717,3.39,0.61,2.1972245773362196,0
0.56,0.8754687373538999,-2.7488721956224653,3.367295829986474,0.99397,3.42,0.62,2.4595888418037104,1
0.55,0.7884573603642703,-2.5902671654458267,3.5553480614894135,0.9959,3.36,0.59,2.272125885509337,1
0.53,0.6418538861723947,-2.563949857128453,3.8066624897703196,0.99528,3.6,0.68,2.33214389523559,1
0.58,0.6418538861723947,-2.8302178350764176,3.4339872044851463,0.99484,3.5,0.64,2.322387720290225,1
0.64,0.9162907318741551,-2.513306124309698,3.258096538021482,0.99538,3.57,0.63,2.4849066497880004,0
0.39,0.5877866649021191,-2.7333680090865,4.0943445622221,0.99714,3.46,0.78,2.2925347571405443,0
0.52,1.4816045409242156,-2.645075401940822,3.4657359027997265,0.99646,3.56,0.63,2.451005098112319,1
0.25,0.7884573603642703,-2.9187712324178627,3.8918202981106265,0.99666,3.4,0.76,2.388762789235098,1
0.855,0.6418538861723947,-2.7488721956224653,3.6375861597263857,0.99472,3.3,0.56,2.3749057545736716,1
0.44,0.7884573603642703,-2.7488721956224653,2.9444389791664403,0.99758,3.25,0.57,2.341805806147327,1
0.37,0.8329091229351039,-2.7646205525906042,2.9444389791664403,0.9955,3.17,0.81,2.4159137783010487,1
0.63,0.5877866649021191,-2.8302178350764176,3.332204510175204,0.99531,3.36,0.64,2.312535423847214,1
0.57,0.6931471805599453,-2.631089159966082,3.258096538021482,0.99575,3.36,0.61,2.322387720290225,0
0.6,0.47000362924573563,-3.036554268074246,3.258096538021482,0.99306,3.55,0.51,2.4932054526026954,0
0.4,0.6931471805599453,-2.312635428847547,3.912023005428146,0.99783,3.1,0.58,2.341805806147327,0
0.36,0.5877866649021191,-2.6036901857779675,3.1780538303479458,0.99419,3.24,0.7,2.4336133554004498,1
0.68,0.8329091229351039,-2.4418471603275536,3.258096538021482,0.99783,3.45,0.53,2.2512917986064953,0
0.67,0.8329091229351039,-2.488914671185539,3.295836866004329,0.99768,3.44,0.54,2.2407096892759584,0
0.68,1.308332819650179,-2.2730262907525014,3.9889840465642745,0.99586,3.51,0.66,2.424802725718295,1
0.735,0.7884573603642703,-2.5257286443082556,3.332204510175204,0.99765,3.41,0.6,2.2407096892759584,0
0.855,0.8754687373538999,-2.7806208939370456,3.1354942159291497,0.99627,3.54,0.6,2.3978952727983707,1
0.56,0.5306282510621704,-2.7333680090865,3.1780538303479458,0.99514,3.44,0.68,2.3561258599220753,1
0.88,0.7884573603642703,-2.7181005369557116,2.995732273553991,0.99636,3.53,0.56,2.2925347571405443,0
0.855,0.8754687373538999,-2.7806208939370456,3.1354942159291497,0.99627,3.54,0.6,2.3978952727983707,1
0.6,0.6931471805599453,-2.5257286443082556,4.875197323201151,0.99622,3.21,0.52,2.2925347571405443,0
0.6,0.6931471805599453,-2.5257286443082556,4.875197323201151,0.99622,3.21,0.52,2.2925347571405443,0
0.6,0.6931471805599453,-2.5257286443082556,4.875197323201151,0.99622,3.21,0.52,2.2925347571405443,0
0.695,0.6931471805599453,-2.577021938695806,2.995732273553991,0.99546,3.29,0.54,2.312535423847214,0
0.695,0.6931471805599453,-2.577021938695806,2.995732273553991,0.99546,3.29,0.54,2.312535423847214,0
0.695,0.6931471805599453,-2.577021938695806,2.995732273553991,0.99546,3.29,0.54,2.312535423847214,0
0.67,0.6418538861723947,-2.796881414808826,3.7376696182833684,0.99489,3.39,0.82,2.388762789235098,1
0.16,0.7419373447293773,-2.8302178350764176,3.9512437185814275,0.99494,3.34,0.71,2.4159137783010487,1
0.695,0.6931471805599453,-2.577021938695806,2.995732273553991,0.99546,3.29,0.54,2.312535423847214,0
0.56,0.47000362924573563,-2.563949857128453,3.7376696182833684,0.99629,3.34,0.59,2.2192034840549946,0
0.51,0.6418538861723947,-2.8824035882469876,3.5263605246161616,0.99396,3.48,0.57,2.4423470353692043,1
0.38,0.7884573603642703,-3.270169119255751,3.2188758248682006,0.99514,3.44,0.65,2.4069451083182885,1
0.69,0.7884573603642703,-2.6736487743848776,4.6443908991413725,0.99632,3.33,0.51,2.2512917986064953,0
0.58,0.8754687373538999,-2.5902671654458267,3.912023005428146,0.99467,3.58,0.67,2.5257286443082556,1
0.52,0.7884573603642703,-2.8134107167600364,2.995732273553991,0.99474,3.26,0.64,2.468099531471619,1
0.3,0.47000362924573563,-2.513306124309698,3.367295829986474,0.99588,3.3,0.78,2.379546134130174,1
0.7,1.62924053973028,-2.577021938695806,3.295836866004329,0.99622,3.54,0.6,2.4765384001174837,1
0.67,0.5877866649021191,-2.137070654516472,2.995732273553991,0.9954,3.42,0.67,2.424802725718295,1
0.56,0.5306282510621704,-2.9374633654300153,3.4657359027997265,0.99402,3.54,0.6,2.424802725718295,0
0.35,0.8754687373538999,-2.6882475738060303,3.258096538021482,0.9947,3.36,0.6,2.4765384001174837,1
0.56,0.5306282510621704,-2.9374633654300153,3.4657359027997265,0.99402,3.54,0.6,2.424802725718295,0
0.715,0.9555114450274363,-2.9374633654300153,3.295836866004329,0.99362,3.57,0.5,2.4765384001174837,0
0.46,0.7419373447293773,-2.6036901857779675,4.584967478670572,0.99578,3.33,0.62,2.2823823856765264,0
0.32,0.8754687373538999,-2.796881414808826,3.5263605246161616,0.99484,3.29,0.8,2.451005098112319,1
0.39,0.9555114450274363,-2.7181005369557116,3.871201010907891,0.99494,3.3,0.84,2.4423470353692043,1
0.31,0.8754687373538999,-2.7333680090865,4.0943445622221,0.99492,3.34,0.85,2.4336133554004498,1
0.61,0.5877866649021191,-2.7181005369557116,3.332204510175204,0.99483,3.55,0.66,2.388762789235098,1
0.66,0.9162907318741551,-2.6882475738060303,4.624972813284271,0.99414,3.27,0.78,2.5494451709255714,1
0.55,0.5877866649021191,-2.563949857128453,3.5553480614894135,0.99314,3.32,0.82,2.451005098112319,1
0.74,0.5306282510621704,-2.419118909249997,3.258096538021482,0.99402,3.67,0.56,2.451005098112319,1
0.51,0.8329091229351039,-2.577021938695806,3.6888794541139363,0.99574,3.42,0.75,2.3978952727983707,1
0.62,0.6418538861723947,-2.6882475738060303,3.6375861597263857,0.99651,3.42,0.82,2.2512917986064953,1
0.6,0.6931471805599453,-2.4079456086518722,3.784189633918261,0.9949,3.45,0.58,2.3513752571634776,0
0.55,0.7884573603642703,-2.7806208939370456,3.9318256327243257,0.99512,3.52,0.76,2.4159137783010487,1
0.51,0.8329091229351039,-2.577021938695806,3.6888794541139363,0.99574,3.42,0.75,2.3978952727983707,1
0.645,0.6931471805599453,-2.5902671654458267,3.784189633918261,0.99547,3.57,0.71,2.322387720290225,0
0.31,1.2809338454620642,-2.703062659591171,3.7376696182833684,0.99549,3.39,0.66,2.3978952727983707,1
