id,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,like,d_like,met,decision,decision_o,match,field_encoded
1911,1,7,female,24,27,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,1,4,not important,important,POLITICAL SCIENCE,18,18,22,20,16,7,important,important,very important,important,important,not important,8,7,6,7,7,6,average,average,average,average,average,average,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,8,7,8,8,8,8,average,average,average,average,average,average,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,0,[0-0.33],8,average,0,1,1,1,69
1912,1,7,female,24,22,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,1,4,not important,important,POLITICAL SCIENCE,18,18,20,20,16,6,important,important,very important,very important,important,not important,8,7,7,7,5,5,average,average,average,average,low,low,14,14,21,21,19,10,not important,not important,very important,very important,important,not important,9,9,9,10,7,high,high,high,high,average,6,4,8,9,9,9,average,low,average,high,high,high,5,6,6,6,5,5,6,14,7,6,6,6,6,6,8,6,6,low,average,average,average,low,low,average,high,average,average,average,average,average,average,average,average,average,0,[-1-0],8,average,0,1,1,1,69
1915,1,7,female,33,29,4,medium age difference,European/Caucasian-American,Black/African American,0,6,2,very important,important,LAW,16,18,18,18,14,16,important,important,important,important,not important,important,4,9,7,5,8,3,low,high,average,low,average,low,8,21,21,15,17,19,not important,very important,very important,not important,important,important,7,10,7,8,7,average,high,average,average,average,5,5,7,8,7,4,low,low,average,average,average,low,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,low,low,average,average,high,high,average,low,average,high,low,average,average,average,average,average,low,0,[0-0.33],5,low,0,0,0,0,48
1916,1,7,female,33,22,11,large age difference,European/Caucasian-American,European/Caucasian-American,1,6,2,very important,important,LAW,17,19,19,19,19,8,important,important,important,important,important,not important,5,10,8,5,10,6,low,high,average,low,high,average,8,21,21,15,17,19,not important,very important,very important,not important,important,important,7,10,7,8,7,average,high,average,average,average,5,6,8,9,8,6,low,average,average,high,average,average,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,low,low,average,average,high,high,average,low,average,high,low,average,average,average,average,average,low,0,[-1-0],8,average,0,1,0,0,48
1918,1,7,female,33,26,7,large age difference,European/Caucasian-American,European/Caucasian-American,1,6,2,very important,important,LAW,12,20,20,20,16,12,not important,important,important,important,important,not important,5,8,7,6,6,4,low,average,average,average,average,low,8,21,21,15,17,19,not important,very important,very important,not important,important,important,7,10,7,8,7,average,high,average,average,average,9,8,9,8,9,8,high,average,high,average,high,average,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,low,low,average,average,high,high,average,low,average,high,low,average,average,average,average,average,low,1,[0.33-1],8,average,1,1,0,0,48
1924,1,7,female,33,28,5,medium age difference,European/Caucasian-American,European/Caucasian-American,1,6,2,very important,important,LAW,18,20,18,16,16,13,important,important,important,important,important,not important,7,9,9,8,8,8,average,high,high,average,average,average,8,21,21,15,17,19,not important,very important,very important,not important,important,important,7,10,7,8,7,average,high,average,average,average,8,9,9,8,8,8,average,high,high,average,average,average,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,low,low,average,average,high,high,average,low,average,high,low,average,average,average,average,average,low,0,[0-0.33],8,average,0,1,0,0,48
1925,1,7,female,33,28,5,medium age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,6,2,very important,important,LAW,16,21,19,19,14,12,important,very important,important,important,not important,not important,5,7,7,5,7,3,low,average,average,low,average,low,8,21,21,15,17,19,not important,very important,very important,not important,important,important,7,10,7,8,7,average,high,average,average,average,5,5,9,6,7,8,low,low,high,average,average,average,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,low,low,average,average,high,high,average,low,average,high,low,average,average,average,average,average,low,1,[0.33-1],4,low,0,0,0,0,48
1926,1,7,female,33,29,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,6,2,very important,important,LAW,20,11,20,20,20,11,important,not important,important,important,important,not important,5,8,9,6,7,9,low,average,high,average,average,high,8,21,21,15,17,19,not important,very important,very important,not important,important,important,7,10,7,8,7,average,high,average,average,average,8,9,9,7,8,8,average,high,high,average,average,average,4,5,6,8,9,9,6,4,8,9,5,7,7,7,7,6,4,low,low,average,average,high,high,average,low,average,high,low,average,average,average,average,average,low,0,[0.33-1],9,high,0,1,0,0,48
1929,1,7,female,23,23,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,19,19,19,19,10,14,important,important,important,important,not important,not important,9,9,9,7,7,8,high,high,high,average,average,average,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,4,6,7,4,7,4,low,average,average,low,average,low,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,0,[-1-0],4,low,0,0,1,0,64
1930,1,7,female,23,28,5,medium age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,16,20,20,20,11,11,important,very important,very important,very important,not important,not important,8,8,8,8,7,9,average,average,average,average,average,high,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,4,7,8,5,7,4,low,average,average,low,average,low,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,0,[0-0.33],4,low,0,0,1,0,64
1931,1,7,female,23,29,6,medium age difference,European/Caucasian-American,Black/African American,0,5,2,important,important,NUTRITION/GENETICS,16,18,18,18,14,16,important,important,important,important,not important,important,6,8,9,9,9,7,average,average,high,high,high,average,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,7,8,8,8,8,7,average,average,average,average,average,average,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,1,[0.33-1],7,average,0,0,0,0,64
1932,1,7,female,23,22,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,17,19,19,19,19,8,important,important,important,important,important,not important,6,8,10,9,3,1,average,average,high,high,low,low,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,8,8,8,10,7,9,average,average,average,high,average,high,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,0,[0.33-1],9,high,1,1,0,0,64
1933,1,7,female,23,27,4,medium age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,5,2,important,important,NUTRITION/GENETICS,15,15,20,17,13,20,important,important,important,important,not important,important,8,7,7,7,7,5,average,average,average,average,average,low,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,7,7,8,8,7,7,average,average,average,average,average,average,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,0,[0-0.33],9,high,1,1,1,1,64
1934,1,7,female,23,26,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,12,20,20,20,16,12,not important,important,important,important,important,not important,8,8,8,6,6,5,average,average,average,average,average,low,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,6,7,7,8,7,7,average,average,average,average,average,average,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,0,[0-0.33],7,average,0,0,0,0,64
1935,1,7,female,23,27,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,21,23,21,18,3,15,very important,very important,very important,important,not important,important,7,7,9,7,6,5,average,average,high,average,average,low,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,8,8,7,7,6,7,average,average,average,average,average,average,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,0,[0-0.33],8,average,0,0,0,0,64
1936,1,7,female,23,30,7,large age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,17,12,21,19,12,19,important,not important,very important,important,not important,important,7,8,10,8,7,6,average,average,high,average,average,average,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,7,6,6,5,6,5,average,average,average,low,average,low,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,0,[0-0.33],6,average,0,0,0,0,64
1938,1,7,female,23,23,0,no age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,19,14,19,16,16,16,important,not important,important,important,important,important,4,6,5,4,5,6,low,average,low,low,low,average,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,6,7,8,7,7,7,average,average,average,average,average,average,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,0,[0.33-1],6,average,0,0,0,0,64
1939,1,7,female,23,23,0,no age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,5,2,important,important,NUTRITION/GENETICS,11,18,18,18,18,18,not important,important,important,important,important,important,8,8,8,8,8,8,average,average,average,average,average,average,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,5,5,6,6,5,5,low,low,average,average,low,low,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,0,[0-0.33],5,low,1,0,1,0,64
1940,1,7,female,23,28,5,medium age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,18,20,18,16,16,13,important,important,important,important,important,not important,8,7,8,9,7,9,average,average,average,high,average,high,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,7,7,8,8,6,7,average,average,average,average,average,average,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,1,[0.33-1],7,average,1,1,0,0,64
1942,1,7,female,23,29,6,medium age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,20,11,20,20,20,11,important,not important,important,important,important,not important,8,9,9,9,8,10,average,high,high,high,average,high,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,5,7,8,7,7,6,low,average,average,average,average,average,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,0,[0.33-1],6,average,0,0,1,0,64
1943,1,7,female,23,27,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,18,18,22,20,16,7,important,important,very important,important,important,not important,4,7,8,5,6,4,low,average,average,low,average,low,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,5,8,7,7,8,7,low,average,average,average,average,average,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,1,[0.33-1],7,average,0,0,0,0,64
1944,1,7,female,23,22,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,5,2,important,important,NUTRITION/GENETICS,18,18,20,20,16,6,important,important,very important,very important,important,not important,5,7,6,6,6,5,low,average,average,average,average,low,16,16,16,18,18,16,important,important,important,important,important,important,7,8,8,9,9,average,average,average,high,high,6,7,8,6,7,6,average,average,average,average,average,average,10,7,9,6,6,6,4,3,7,7,5,4,7,9,8,7,4,high,average,high,average,average,average,low,low,average,average,low,low,average,high,average,average,low,1,[0.33-1],6,average,0,0,0,0,64
1945,1,7,female,24,23,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,9,7,very important,very important,NEUROSCIENCE,19,19,19,19,10,14,important,important,important,important,not important,not important,9,8,9,7,7,8,high,average,high,average,average,average,11,18,23,18,11,18,not important,important,very important,important,not important,important,5,5,7,9,7,low,low,average,high,average,7,10,10,7,9,8,average,high,high,average,high,average,2,1,2,9,9,5,2,2,1,8,10,10,10,5,8,9,2,low,low,low,high,high,low,low,low,low,average,high,high,high,low,average,high,low,0,[0.33-1],8,average,0,0,1,0,62
